sample_id,patient_id,gt_count,mask_condition,method_key,method_family,method_variant,metadata_fullimage_count,pred_instance_count,instance_exact_count_acc,instance_mean_matched_iou,median_matched_iou,all_iou_ge_0.50,all_iou_ge_0.70,all_iou_ge_0.80,instance_merged_rate,instance_fragmented_rate,instance_perfect_rate,unmatched_gt_instances,unmatched_pred_instances,matched_iou_per_gt,failure_attribution
m04_p01_s25,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,7,0.0,0.5995604615600262,0.6511380071553627,0.0,0.0,0.0,0.0,1.0,0.0,0,4,"[0.6656554875194277, 0.6511380071553627, 0.4818878900052882]",missing_semantic_tissue
m04_p01_s25,m04_p01,3,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,7,0.0,0.5995604615600262,0.6511380071553627,0.0,0.0,0.0,0.0,1.0,0.0,0,4,"[0.6656554875194277, 0.6511380071553627, 0.4818878900052882]",missing_semantic_tissue
m04_p01_s26,m04_p01,3,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,5,0.0,0.8368270839484303,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.5104812518452908]",seed_failures
m04_p01_s26,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,5,0.0,0.8368270839484303,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.5104812518452908]",seed_failures
m04_p01_s26,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,5,0.0,0.8368270839484303,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.5104812518452908]",seed_failures
m04_p01_s26,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,5,0.0,0.8368270839484303,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.5104812518452908]",seed_failures
m04_p01_s26,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,5,0.0,0.8368270839484303,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.5104812518452908]",seed_failures
m04_p01_s26,m04_p01,3,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,5,0.0,0.8368270839484303,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[1.0, 1.0, 0.5104812518452908]",seed_failures
m04_p01_s26,m04_p01,3,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,5,0.0,0.7342072933798285,0.8750398215992354,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8750398215992354, 0.8778444170047628, 0.44973764153548745]",false_semantic_bridges
m04_p01_s26,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,5,0.0,0.7342072933798285,0.8750398215992354,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8750398215992354, 0.8778444170047628, 0.44973764153548745]",false_semantic_bridges
m04_p01_s26,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,5,0.0,0.7342072933798285,0.8750398215992354,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8750398215992354, 0.8778444170047628, 0.44973764153548745]",false_semantic_bridges
m04_p01_s26,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,5,0.0,0.7342072933798285,0.8750398215992354,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8750398215992354, 0.8778444170047628, 0.44973764153548745]",false_semantic_bridges
m04_p01_s26,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,5,0.0,0.7342072933798285,0.8750398215992354,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8750398215992354, 0.8778444170047628, 0.44973764153548745]",false_semantic_bridges
m04_p01_s26,m04_p01,3,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,5,0.0,0.7342072933798285,0.8750398215992354,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.8750398215992354, 0.8778444170047628, 0.44973764153548745]",false_semantic_bridges
m04_p01_s27,m04_p01,3,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",seed_failures
m04_p01_s27,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s27,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s27,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s27,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s27,m04_p01,3,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s27,m04_p01,3,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,5,0.0,0.4207780848706839,0.3493854880642874,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.9109743029437102, 0.3493854880642874, 0.001974463604054232]",false_semantic_bridges
m04_p01_s27,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,5,0.0,0.4207780848706839,0.3493854880642874,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.9109743029437102, 0.3493854880642874, 0.001974463604054232]",false_semantic_bridges
m04_p01_s27,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,5,0.0,0.4207780848706839,0.3493854880642874,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.9109743029437102, 0.3493854880642874, 0.001974463604054232]",false_semantic_bridges
m04_p01_s27,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,5,0.0,0.4207780848706839,0.3493854880642874,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.9109743029437102, 0.3493854880642874, 0.001974463604054232]",false_semantic_bridges
m04_p01_s27,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,5,0.0,0.4207780848706839,0.3493854880642874,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.9109743029437102, 0.3493854880642874, 0.001974463604054232]",false_semantic_bridges
m04_p01_s27,m04_p01,3,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,5,0.0,0.4207780848706839,0.3493854880642874,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.9109743029437102, 0.3493854880642874, 0.001974463604054232]",false_semantic_bridges
m04_p01_s28,m04_p01,2,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,3,0.0,0.9037778169812747,0.9037778169812747,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.8075556339625495, 1.0]",seed_failures
m04_p01_s28,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,3,0.0,0.9037778169812747,0.9037778169812747,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.8075556339625495, 1.0]",seed_failures
m04_p01_s28,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,3,0.0,0.9037778169812747,0.9037778169812747,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.8075556339625495, 1.0]",seed_failures
m04_p01_s28,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,3,0.0,0.9037778169812747,0.9037778169812747,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.8075556339625495, 1.0]",seed_failures
m04_p01_s28,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,3,0.0,0.9037778169812747,0.9037778169812747,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.8075556339625495, 1.0]",seed_failures
m04_p01_s28,m04_p01,2,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,3,0.0,0.9037778169812747,0.9037778169812747,1.0,1.0,1.0,0.0,1.0,0.0,0,1,"[0.8075556339625495, 1.0]",seed_failures
m04_p01_s28,m04_p01,2,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,7,0.0,0.6859630820721957,0.6859630820721957,1.0,0.0,0.0,0.0,1.0,0.0,0,5,"[0.6851136225543808, 0.6868125415900106]",missing_semantic_tissue
m04_p01_s28,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,7,0.0,0.6859630820721957,0.6859630820721957,1.0,0.0,0.0,0.0,1.0,0.0,0,5,"[0.6851136225543808, 0.6868125415900106]",missing_semantic_tissue
m04_p01_s28,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,7,0.0,0.6859630820721957,0.6859630820721957,1.0,0.0,0.0,0.0,1.0,0.0,0,5,"[0.6851136225543808, 0.6868125415900106]",missing_semantic_tissue
m04_p01_s28,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,7,0.0,0.6859630820721957,0.6859630820721957,1.0,0.0,0.0,0.0,1.0,0.0,0,5,"[0.6851136225543808, 0.6868125415900106]",missing_semantic_tissue
m04_p01_s28,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,7,0.0,0.6859630820721957,0.6859630820721957,1.0,0.0,0.0,0.0,1.0,0.0,0,5,"[0.6851136225543808, 0.6868125415900106]",missing_semantic_tissue
m04_p01_s28,m04_p01,2,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,7,0.0,0.6859630820721957,0.6859630820721957,1.0,0.0,0.0,0.0,1.0,0.0,0,5,"[0.6851136225543808, 0.6868125415900106]",missing_semantic_tissue
m04_p01_s29,m04_p01,2,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",seed_failures
m04_p01_s29,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s29,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s29,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s29,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s29,m04_p01,2,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s29,m04_p01,2,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,2,1.0,0.25638725113218835,0.25638725113218835,0.0,0.0,0.0,0.0,0.0,0.0,1,1,"[0.0, 0.5127745022643767]",missing_semantic_tissue
m04_p01_s29,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,2,1.0,0.25638725113218835,0.25638725113218835,0.0,0.0,0.0,0.0,0.0,0.0,1,1,"[0.0, 0.5127745022643767]",missing_semantic_tissue
m04_p01_s29,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,2,1.0,0.25638725113218835,0.25638725113218835,0.0,0.0,0.0,0.0,0.0,0.0,1,1,"[0.0, 0.5127745022643767]",missing_semantic_tissue
m04_p01_s29,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,2,1.0,0.25638725113218835,0.25638725113218835,0.0,0.0,0.0,0.0,0.0,0.0,1,1,"[0.0, 0.5127745022643767]",missing_semantic_tissue
m04_p01_s29,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,2,1.0,0.25638725113218835,0.25638725113218835,0.0,0.0,0.0,0.0,0.0,0.0,1,1,"[0.0, 0.5127745022643767]",missing_semantic_tissue
m04_p01_s29,m04_p01,2,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,2,1.0,0.25638725113218835,0.25638725113218835,0.0,0.0,0.0,0.0,0.0,0.0,1,1,"[0.0, 0.5127745022643767]",missing_semantic_tissue
m04_p01_s30,m04_p01,2,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",seed_failures
m04_p01_s30,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s30,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s30,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s30,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s30,m04_p01,2,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0]",other
m04_p01_s30,m04_p01,2,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,7,0.0,0.8695896037998835,0.8695896037998835,1.0,1.0,1.0,0.0,1.0,0.0,0,5,"[0.9251749506549435, 0.8140042569448235]",false_semantic_bridges
m04_p01_s30,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,7,0.0,0.8695896037998835,0.8695896037998835,1.0,1.0,1.0,0.0,1.0,0.0,0,5,"[0.9251749506549435, 0.8140042569448235]",false_semantic_bridges
m04_p01_s30,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,7,0.0,0.8695896037998835,0.8695896037998835,1.0,1.0,1.0,0.0,1.0,0.0,0,5,"[0.9251749506549435, 0.8140042569448235]",false_semantic_bridges
m04_p01_s30,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,7,0.0,0.8695896037998835,0.8695896037998835,1.0,1.0,1.0,0.0,1.0,0.0,0,5,"[0.9251749506549435, 0.8140042569448235]",false_semantic_bridges
m04_p01_s30,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,7,0.0,0.8695896037998835,0.8695896037998835,1.0,1.0,1.0,0.0,1.0,0.0,0,5,"[0.9251749506549435, 0.8140042569448235]",false_semantic_bridges
m04_p01_s30,m04_p01,2,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,7,0.0,0.8695896037998835,0.8695896037998835,1.0,1.0,1.0,0.0,1.0,0.0,0,5,"[0.9251749506549435, 0.8140042569448235]",false_semantic_bridges
m04_p01_s32,m04_p01,3,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",seed_failures
m04_p01_s32,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s32,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s32,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s32,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s32,m04_p01,3,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",other
m04_p01_s32,m04_p01,3,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,6,0.0,0.8117279500889382,0.8682708912080487,1.0,0.0,0.0,0.0,1.0,0.0,0,3,"[0.8682708912080487, 0.8766705534128622, 0.6902424056459037]",false_semantic_bridges
m04_p01_s32,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,6,0.0,0.8117279500889382,0.8682708912080487,1.0,0.0,0.0,0.0,1.0,0.0,0,3,"[0.8682708912080487, 0.8766705534128622, 0.6902424056459037]",false_semantic_bridges
m04_p01_s32,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,6,0.0,0.8117279500889382,0.8682708912080487,1.0,0.0,0.0,0.0,1.0,0.0,0,3,"[0.8682708912080487, 0.8766705534128622, 0.6902424056459037]",false_semantic_bridges
m04_p01_s32,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,6,0.0,0.8117279500889382,0.8682708912080487,1.0,0.0,0.0,0.0,1.0,0.0,0,3,"[0.8682708912080487, 0.8766705534128622, 0.6902424056459037]",false_semantic_bridges
m04_p01_s32,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,6,0.0,0.8117279500889382,0.8682708912080487,1.0,0.0,0.0,0.0,1.0,0.0,0,3,"[0.8682708912080487, 0.8766705534128622, 0.6902424056459037]",false_semantic_bridges
m04_p01_s32,m04_p01,3,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,6,0.0,0.8117279500889382,0.8682708912080487,1.0,0.0,0.0,0.0,1.0,0.0,0,3,"[0.8682708912080487, 0.8766705534128622, 0.6902424056459037]",false_semantic_bridges
m04_p01_s33,m04_p01,3,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,5,0.0,0.811341205005902,0.7171102009306715,1.0,1.0,0.0,0.0,1.0,0.0,0,2,"[0.7171102009306715, 1.0, 0.7169134140870346]",seed_failures
m04_p01_s33,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,5,0.0,0.811341205005902,0.7171102009306715,1.0,1.0,0.0,0.0,1.0,0.0,0,2,"[0.7171102009306715, 1.0, 0.7169134140870346]",seed_failures
m04_p01_s33,m04_p01,3,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,5,0.0,0.811341205005902,0.7171102009306715,1.0,1.0,0.0,0.0,1.0,0.0,0,2,"[0.7171102009306715, 1.0, 0.7169134140870346]",seed_failures
m04_p01_s33,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,5,0.0,0.811341205005902,0.7171102009306715,1.0,1.0,0.0,0.0,1.0,0.0,0,2,"[0.7171102009306715, 1.0, 0.7169134140870346]",seed_failures
m04_p01_s33,m04_p01,3,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,5,0.0,0.811341205005902,0.7171102009306715,1.0,1.0,0.0,0.0,1.0,0.0,0,2,"[0.7171102009306715, 1.0, 0.7169134140870346]",seed_failures
m04_p01_s33,m04_p01,3,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,5,0.0,0.811341205005902,0.7171102009306715,1.0,1.0,0.0,0.0,1.0,0.0,0,2,"[0.7171102009306715, 1.0, 0.7169134140870346]",seed_failures
m04_p01_s33,m04_p01,3,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,5,0.0,0.5769184768993955,0.6287456800162635,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.6287456800162635, 0.6304978619425778, 0.471511888739345]",false_semantic_bridges
m04_p01_s33,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,3,5,0.0,0.5769184768993955,0.6287456800162635,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.6287456800162635, 0.6304978619425778, 0.471511888739345]",false_semantic_bridges
m04_p01_s33,m04_p01,3,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,3,5,0.0,0.5769184768993955,0.6287456800162635,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.6287456800162635, 0.6304978619425778, 0.471511888739345]",false_semantic_bridges
m04_p01_s33,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,3,5,0.0,0.5769184768993955,0.6287456800162635,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.6287456800162635, 0.6304978619425778, 0.471511888739345]",false_semantic_bridges
m04_p01_s33,m04_p01,3,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,3,5,0.0,0.5769184768993955,0.6287456800162635,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.6287456800162635, 0.6304978619425778, 0.471511888739345]",false_semantic_bridges
m04_p01_s33,m04_p01,3,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,3,5,0.0,0.5769184768993955,0.6287456800162635,0.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.6287456800162635, 0.6304978619425778, 0.471511888739345]",false_semantic_bridges
m04_p01_s34,m04_p01,2,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,4,0.0,0.5120493527985615,0.5120493527985615,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.5055734932349324, 0.5185252123621905]",seed_failures
m04_p01_s34,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,4,0.0,0.5120493527985615,0.5120493527985615,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.5055734932349324, 0.5185252123621905]",seed_failures
m04_p01_s34,m04_p01,2,GT_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,4,0.0,0.5120493527985615,0.5120493527985615,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.5055734932349324, 0.5185252123621905]",seed_failures
m04_p01_s34,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,4,0.0,0.5120493527985615,0.5120493527985615,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.5055734932349324, 0.5185252123621905]",seed_failures
m04_p01_s34,m04_p01,2,GT_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,4,0.0,0.5120493527985615,0.5120493527985615,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.5055734932349324, 0.5185252123621905]",seed_failures
m04_p01_s34,m04_p01,2,GT_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,4,0.0,0.5120493527985615,0.5120493527985615,1.0,0.0,0.0,0.0,1.0,0.0,0,2,"[0.5055734932349324, 0.5185252123621905]",seed_failures
m04_p01_s34,m04_p01,2,PREDICTED_SEMANTIC,baseline_connected_components,connected_components,raw_cc,2,6,0.0,0.3980539524934824,0.3980539524934824,0.0,0.0,0.0,0.0,1.0,0.0,0,4,"[0.4488373772385904, 0.3472705277483744]",false_semantic_bridges
m04_p01_s34,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r09,global_distance_maxima,radius9_rel0p08,2,6,0.0,0.3980539524934824,0.3980539524934824,0.0,0.0,0.0,0.0,1.0,0.0,0,4,"[0.4488373772385904, 0.3472705277483744]",false_semantic_bridges
m04_p01_s34,m04_p01,2,PREDICTED_SEMANTIC,global_distance_maxima_r15,global_distance_maxima,radius15_rel0p12,2,6,0.0,0.3980539524934824,0.3980539524934824,0.0,0.0,0.0,0.0,1.0,0.0,0,4,"[0.4488373772385904, 0.3472705277483744]",false_semantic_bridges
m04_p01_s34,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel20,prominent_maxima,prominence0p20_radius12,2,6,0.0,0.3980539524934824,0.3980539524934824,0.0,0.0,0.0,0.0,1.0,0.0,0,4,"[0.4488373772385904, 0.3472705277483744]",false_semantic_bridges
m04_p01_s34,m04_p01,2,PREDICTED_SEMANTIC,prominent_maxima_rel30,prominent_maxima,prominence0p30_radius15,2,6,0.0,0.3980539524934824,0.3980539524934824,0.0,0.0,0.0,0.0,1.0,0.0,0,4,"[0.4488373772385904, 0.3472705277483744]",false_semantic_bridges
m04_p01_s34,m04_p01,2,PREDICTED_SEMANTIC,component_aware_maxima,component_aware_maxima,per_component_greedy,2,6,0.0,0.3980539524934824,0.3980539524934824,0.0,0.0,0.0,0.0,1.0,0.0,0,4,"[0.4488373772385904, 0.3472705277483744]",false_semantic_bridges
m04_p01_s35,m04_p01,3,GT_SEMANTIC,baseline_connected_components,connected_components,raw_cc,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,"[1.0, 1.0, 1.0]",seed_failures
